,찗옷,,챶,R/G,狗牡,천콪,OPS,줲/,ISO,RC/27,옷쫞
208,2017,8,KT,4.92,0.35600000000000004,0.46299999999999997,0.8190000000000001,0.4,0.171,5.82,0.363
209,2017,8,庸,5.46,0.368,0.444,0.812,0.46,0.138,6.09,0.363
210,2017,9,온,5.16,0.35600000000000004,0.442,0.7979999999999999,0.38,0.142,5.54,0.35600000000000004
211,2017,9,왍,6.48,0.376,0.466,0.8420000000000001,0.53,0.174,6.48,0.373
212,2017,9,SK,6.17,0.345,0.509,0.8540000000000001,0.25,0.21,6.29,0.37200000000000005
213,2017,9,NC,6.65,0.38799999999999996,0.516,0.904,0.52,0.192,7.64,0.396
214,2017,9,KT,5.38,0.33,0.451,0.7809999999999999,0.23,0.159,5.14,0.34299999999999997
215,2017,9,KIA,5.7,0.35700000000000004,0.456,0.813,0.5,0.156,5.82,0.361
216,2017,9,LG,4.64,0.335,0.374,0.7090000000000001,0.44,0.107,4.35,0.321
217,2017,9,홛,4.61,0.335,0.40700000000000003,0.742,0.37,0.14,4.74,0.33299999999999996
218,2017,9,庸,6.21,0.34299999999999997,0.46799999999999997,0.8109999999999999,0.42,0.177,5.91,0.355
219,2017,9,Hero,5.1,0.32299999999999995,0.413,0.736,0.3,0.151,4.59,0.32799999999999996
220,2017,10,庸,10.0,0.386,0.514,0.9,0.83,0.20800000000000002,7.78,0.395
221,2017,10,SK,3.0,0.289,0.257,0.546,0.38,0.027999999999999997,2.98,0.26
222,2017,10,온,4.0,0.267,0.321,0.588,0.5,0.107,2.97,0.267
223,2017,10,KIA,5.67,0.342,0.456,0.7979999999999999,0.63,0.19399999999999998,5.64,0.353
224,2017,10,왍,4.0,0.35100000000000003,0.379,0.73,0.73,0.13699999999999998,4.57,0.337
225,2017,10,KT,8.33,0.402,0.524,0.9259999999999999,0.2,0.153,8.74,0.409
226,2017,10,Hero,9.0,0.42200000000000004,0.659,1.081,0.33,0.293,11.22,0.46299999999999997
227,2017,10,홛,6.0,0.319,0.43700000000000006,0.7559999999999999,0.6,0.161,5.36,0.32799999999999996
228,2017,10,LG,2.5,0.27,0.36200000000000004,0.632,0.18,0.13,3.59,0.282
229,2017,10,NC,8.0,0.40700000000000003,0.41700000000000004,0.8240000000000001,0.5,0.084,6.49,0.38
230,2018,3,NC,6.14,0.368,0.413,0.7809999999999999,0.56,0.13,5.56,0.353
231,2018,3,Hero,5.43,0.382,0.467,0.8490000000000001,0.46,0.17300000000000001,6.54,0.37799999999999995
232,2018,3,SK,6.43,0.355,0.485,0.84,0.46,0.21100000000000002,6.19,0.369
233,2018,3,왍,5.29,0.34,0.41200000000000003,0.752,0.47,0.151,5.06,0.33899999999999997
234,2018,3,KIA,7.14,0.39,0.541,0.9309999999999999,0.5,0.22699999999999998,7.8,0.406
235,2018,3,KT,6.86,0.355,0.546,0.9009999999999999,0.3,0.233,7.45,0.39
236,2018,3,홛,3.57,0.337,0.39799999999999996,0.735,0.35,0.12300000000000001,4.59,0.33399999999999996
237,2018,3,LG,4.14,0.325,0.39399999999999996,0.7190000000000001,0.46,0.133,4.42,0.32299999999999995
238,2018,3,庸,3.71,0.314,0.344,0.6579999999999999,0.39,0.092,3.73,0.3
239,2018,3,온,3.0,0.275,0.29,0.565,0.38,0.094,2.58,0.263
240,2018,4,왍,6.22,0.364,0.467,0.831,0.47,0.174,6.36,0.36700000000000005
241,2018,4,LG,5.75,0.374,0.47100000000000003,0.845,0.47,0.163,6.26,0.374
242,2018,4,SK,6.22,0.373,0.518,0.8909999999999999,0.49,0.226,6.91,0.389
243,2018,4,온,5.77,0.369,0.467,0.836,0.39,0.165,6.32,0.37200000000000005
244,2018,4,홛,5.41,0.34600000000000003,0.41200000000000003,0.758,0.4,0.133,5.12,0.34
245,2018,4,KT,5.46,0.35100000000000003,0.47200000000000003,0.823,0.48,0.18899999999999997,5.91,0.363
246,2018,4,KIA,5.14,0.349,0.442,0.7909999999999999,0.45,0.153,5.2,0.35100000000000003
247,2018,4,庸,4.58,0.35100000000000003,0.40700000000000003,0.758,0.45,0.13,5.07,0.344
248,2018,4,Hero,3.72,0.32,0.371,0.691,0.39,0.122,4.15,0.312
249,2018,4,NC,3.33,0.281,0.337,0.618,0.26,0.10800000000000001,3.09,0.28
250,2018,5,홛,4.6,0.33299999999999996,0.408,0.741,0.42,0.13699999999999998,4.45,0.332
251,2018,5,왍,5.78,0.34700000000000003,0.457,0.804,0.39,0.163,5.92,0.355
252,2018,5,Hero,6.2,0.365,0.491,0.856,0.37,0.18600000000000003,6.88,0.377
253,2018,5,庸,5.52,0.36,0.457,0.8170000000000001,0.49,0.154,5.75,0.36200000000000004
254,2018,5,KIA,6.19,0.37799999999999995,0.48700000000000004,0.865,0.55,0.174,6.75,0.382
255,2018,5,LG,5.58,0.354,0.439,0.7929999999999999,0.39,0.133,5.71,0.35200000000000004
256,2018,5,온,5.04,0.341,0.43799999999999994,0.779,0.37,0.156,5.08,0.345
257,2018,5,SK,5.04,0.33899999999999997,0.439,0.778,0.39,0.163,5.25,0.34700000000000003
258,2018,5,KT,5.0,0.33899999999999997,0.431,0.77,0.4,0.157,5.01,0.342
259,2018,5,NC,3.8,0.319,0.401,0.72,0.36,0.14800000000000002,4.57,0.322
260,2018,6,왍,7.42,0.396,0.547,0.943,0.54,0.215,8.02,0.41
261,2018,6,홛,5.38,0.33899999999999997,0.43200000000000005,0.7709999999999999,0.39,0.16399999999999998,5.25,0.344
262,2018,6,LG,5.58,0.353,0.446,0.799,0.39,0.157,5.44,0.35600000000000004
263,2018,6,SK,5.33,0.342,0.485,0.8270000000000001,0.4,0.218,5.8,0.36200000000000004
264,2018,6,온,6.96,0.368,0.52,0.888,0.49,0.225,7.02,0.384
265,2018,6,Hero,6.32,0.35700000000000004,0.424,0.7809999999999999,0.38,0.132,5.79,0.349
266,2018,6,KIA,5.23,0.344,0.423,0.767,0.51,0.152,4.89,0.34
267,2018,6,庸,5.76,0.354,0.424,0.778,0.51,0.141,5.56,0.35
268,2018,6,NC,4.0,0.335,0.373,0.708,0.43,0.11900000000000001,4.31,0.324
269,2018,6,KT,3.79,0.315,0.409,0.7240000000000001,0.34,0.157,4.23,0.322
270,2018,7,庸,5.41,0.361,0.434,0.795,0.44,0.132,5.6,0.35600000000000004
271,2018,7,왍,6.33,0.38299999999999995,0.509,0.892,0.43,0.183,7.31,0.39299999999999996
272,2018,7,KT,5.9,0.35100000000000003,0.503,0.8540000000000001,0.41,0.215,6.07,0.37200000000000005
273,2018,7,SK,5.04,0.363,0.478,0.841,0.49,0.18899999999999997,6.36,0.371
274,2018,7,NC,4.32,0.33,0.38,0.71,0.44,0.121,4.42,0.319
275,2018,7,Hero,5.13,0.337,0.429,0.7659999999999999,0.44,0.16699999999999998,5.17,0.34
276,2018,7,LG,5.96,0.35600000000000004,0.46299999999999997,0.8190000000000001,0.4,0.16399999999999998,5.93,0.364
277,2018,7,홛,4.77,0.344,0.40700000000000003,0.7509999999999999,0.29,0.11900000000000001,4.98,0.337
278,2018,7,온,5.57,0.354,0.475,0.8290000000000001,0.36,0.18,6.02,0.366
279,2018,7,KIA,5.0,0.34600000000000003,0.41200000000000003,0.758,0.48,0.134,5.04,0.341
280,2018,8,Hero,8.92,0.44299999999999995,0.5770000000000001,1.02,0.48,0.18899999999999997,10.18,0.446
281,2018,8,온,5.91,0.366,0.504,0.87,0.38,0.19399999999999998,6.86,0.38
282,2018,8,NC,6.46,0.364,0.551,0.915,0.36,0.244,7.31,0.395
283,2018,8,왍,5.62,0.374,0.451,0.825,0.56,0.15,6.26,0.369
284,2018,8,KIA,8.92,0.424,0.586,1.01,0.69,0.23399999999999999,9.7,0.44
285,2018,8,SK,7.92,0.391,0.495,0.8859999999999999,0.59,0.193,7.26,0.39299999999999996
286,2018,8,庸,5.85,0.358,0.43700000000000006,0.795,0.47,0.152,5.53,0.35600000000000004
287,2018,8,홛,4.92,0.353,0.42100000000000004,0.774,0.54,0.153,5.0,0.348
288,2018,8,KT,4.92,0.319,0.435,0.754,0.4,0.185,4.72,0.331
289,2018,8,LG,6.62,0.365,0.499,0.8640000000000001,0.49,0.191,6.56,0.379
290,2018,9,왍,7.92,0.39299999999999996,0.505,0.898,0.59,0.191,7.96,0.395
291,2018,9,KIA,6.83,0.389,0.435,0.8240000000000001,0.84,0.141,6.47,0.37
292,2018,9,SK,5.92,0.344,0.446,0.79,0.38,0.17,5.52,0.35200000000000004
293,2018,9,Hero,5.52,0.327,0.418,0.745,0.32,0.157,4.91,0.331
294,2018,9,홛,5.46,0.33899999999999997,0.449,0.7879999999999999,0.35,0.172,5.4,0.349
295,2018,9,庸,5.08,0.345,0.42700000000000005,0.772,0.42,0.152,5.39,0.345
296,2018,9,온,6.04,0.37,0.486,0.856,0.45,0.192,6.59,0.379
297,2018,9,NC,6.04,0.35100000000000003,0.441,0.792,0.49,0.159,5.29,0.35100000000000003
298,2018,9,LG,4.42,0.32899999999999996,0.395,0.7240000000000001,0.38,0.126,4.46,0.325
299,2018,9,KT,5.7,0.35200000000000004,0.447,0.799,0.54,0.168,5.69,0.354
300,2018,10,庸,10.25,0.42700000000000005,0.625,1.052,0.41,0.263,10.55,0.455
301,2018,10,LG,4.75,0.342,0.406,0.748,0.48,0.138,5.19,0.33799999999999997
302,2018,10,KT,6.0,0.341,0.45799999999999996,0.799,0.41,0.18,5.48,0.353
303,2018,10,온,5.25,0.344,0.46299999999999997,0.807,0.39,0.185,5.31,0.354
304,2018,10,왍,6.0,0.384,0.423,0.807,0.45,0.107,5.84,0.365
305,2018,10,홛,5.83,0.336,0.455,0.7909999999999999,0.46,0.183,5.0,0.349
306,2018,10,NC,4.8,0.321,0.39299999999999996,0.7140000000000001,0.46,0.135,4.37,0.321
307,2018,10,KIA,5.18,0.33299999999999996,0.408,0.741,0.39,0.14,4.61,0.331
308,2018,10,Hero,6.67,0.369,0.586,0.955,0.33,0.262,8.01,0.409
309,2018,10,SK,5.12,0.355,0.426,0.7809999999999999,0.46,0.158,5.86,0.35200000000000004
310,2019,3,왍,4.5,0.349,0.35700000000000004,0.706,0.77,0.111,3.87,0.32799999999999996
311,2019,3,SK,4.38,0.293,0.368,0.6609999999999999,0.38,0.151,3.6,0.298
312,2019,3,NC,5.0,0.33399999999999996,0.45399999999999996,0.7879999999999999,0.44,0.196,4.97,0.34700000000000003
313,2019,3,LG,3.5,0.299,0.314,0.613,0.49,0.10400000000000001,3.23,0.285
314,2019,3,홛,7.62,0.395,0.46399999999999997,0.8590000000000001,0.64,0.16699999999999998,6.63,0.384
315,2019,3,庸,6.12,0.366,0.46799999999999997,0.8340000000000001,0.58,0.2,6.16,0.369
316,2019,3,온,5.12,0.317,0.37,0.687,0.43,0.11800000000000001,4.18,0.31
317,2019,3,Hero,3.75,0.321,0.331,0.652,0.5,0.094,3.87,0.301
318,2019,3,KIA,4.25,0.33,0.34299999999999997,0.6729999999999999,0.56,0.109,4.11,0.312
319,2019,3,KT,4.0,0.353,0.381,0.7340000000000001,0.41,0.099,5.15,0.33299999999999996
320,2019,4,Hero,6.38,0.38299999999999995,0.446,0.8290000000000001,0.63,0.13699999999999998,6.49,0.37200000000000005
321,2019,4,LG,5.09,0.35,0.391,0.741,0.59,0.114,4.68,0.336
322,2019,4,SK,4.13,0.327,0.37200000000000005,0.6990000000000001,0.49,0.127,4.5,0.317
323,2019,4,왍,6.0,0.37200000000000005,0.43799999999999994,0.81,0.73,0.154,5.91,0.36200000000000004
324,2019,4,NC,5.64,0.358,0.462,0.82,0.4,0.16399999999999998,5.71,0.363
325,2019,4,홛,4.19,0.324,0.365,0.6890000000000001,0.4,0.113,3.94,0.312
326,2019,4,온,4.5,0.341,0.375,0.716,0.45,0.107,4.58,0.326
327,2019,4,KIA,4.68,0.337,0.389,0.726,0.47,0.122,4.77,0.327
328,2019,4,KT,3.62,0.309,0.34299999999999997,0.652,0.39,0.09699999999999999,3.58,0.298
329,2019,4,庸,4.36,0.332,0.384,0.716,0.46,0.122,4.63,0.32299999999999995
330,2019,5,SK,5.04,0.341,0.387,0.728,0.46,0.11800000000000001,4.74,0.32899999999999996
331,2019,5,왍,4.46,0.355,0.38299999999999995,0.738,0.68,0.111,4.95,0.336
332,2019,5,KT,4.92,0.355,0.391,0.746,0.52,0.10800000000000001,4.95,0.33899999999999997
333,2019,5,庸,4.54,0.34,0.39299999999999996,0.733,0.5,0.12300000000000001,4.62,0.32899999999999996
334,2019,5,KIA,4.41,0.335,0.381,0.716,0.57,0.11199999999999999,4.59,0.324
335,2019,5,NC,5.04,0.358,0.428,0.7859999999999999,0.5,0.132,5.52,0.35200000000000004
336,2019,5,LG,3.38,0.318,0.33799999999999997,0.6559999999999999,0.37,0.08199999999999999,3.72,0.302
337,2019,5,Hero,5.44,0.344,0.415,0.759,0.52,0.139,4.98,0.341
338,2019,5,홛,3.89,0.309,0.354,0.6629999999999999,0.42,0.113,3.82,0.302
339,2019,5,온,5.33,0.34700000000000003,0.38299999999999995,0.73,0.44,0.109,4.88,0.33299999999999996
340,2019,6,Hero,5.0,0.34600000000000003,0.409,0.755,0.51,0.136,5.24,0.33899999999999997
341,2019,6,SK,5.48,0.369,0.424,0.7929999999999999,0.56,0.125,5.78,0.35700000000000004
342,2019,6,LG,4.6,0.332,0.386,0.718,0.49,0.11599999999999999,4.57,0.322
343,2019,6,KT,4.88,0.355,0.397,0.752,0.56,0.107,5.11,0.34
344,2019,6,왍,4.4,0.354,0.354,0.708,0.71,0.083,4.57,0.327
345,2019,6,庸,4.92,0.341,0.43700000000000006,0.778,0.46,0.161,5.15,0.34600000000000003
346,2019,6,온,4.12,0.324,0.337,0.6609999999999999,0.56,0.09300000000000001,3.78,0.305
347,2019,6,KIA,4.36,0.35100000000000003,0.368,0.7190000000000001,0.59,0.098,4.55,0.331
348,2019,6,NC,3.42,0.321,0.36,0.6809999999999999,0.52,0.107,3.9,0.309
349,2019,6,홛,4.67,0.32899999999999996,0.34700000000000003,0.6759999999999999,0.43,0.1,4.04,0.31
350,2019,7,Hero,5.37,0.33899999999999997,0.41700000000000004,0.7559999999999999,0.42,0.13699999999999998,4.94,0.33899999999999997
351,2019,7,SK,5.16,0.341,0.39899999999999997,0.74,0.56,0.124,4.79,0.33299999999999996
352,2019,7,KT,5.17,0.36200000000000004,0.406,0.768,0.58,0.107,5.28,0.348
353,2019,7,NC,5.16,0.358,0.41600000000000004,0.774,0.61,0.129,5.26,0.348
354,2019,7,왍,5.29,0.32799999999999996,0.375,0.703,0.62,0.114,4.4,0.319
355,2019,7,KIA,4.56,0.354,0.376,0.73,0.71,0.11199999999999999,4.84,0.33399999999999996
356,2019,7,LG,4.61,0.327,0.38299999999999995,0.71,0.47,0.122,4.32,0.321
357,2019,7,庸,4.0,0.331,0.406,0.737,0.52,0.149,4.67,0.332
358,2019,7,온,3.0,0.294,0.342,0.636,0.33,0.114,3.46,0.28800000000000003
359,2019,7,홛,3.9,0.306,0.369,0.675,0.36,0.11599999999999999,3.82,0.304
360,2019,8,왍,5.88,0.37,0.442,0.812,0.76,0.14,6.13,0.363
361,2019,8,KT,4.56,0.342,0.384,0.726,0.51,0.11,4.69,0.33
362,2019,8,Hero,6.48,0.381,0.469,0.85,0.76,0.166,6.61,0.379
363,2019,8,LG,5.71,0.36,0.40299999999999997,0.763,0.44,0.106,5.26,0.345
364,2019,8,SK,3.76,0.316,0.34700000000000003,0.6629999999999999,0.4,0.092,3.88,0.304
365,2019,8,NC,4.54,0.342,0.40399999999999997,0.746,0.7,0.139,4.81,0.336
366,2019,8,KIA,4.0,0.33399999999999996,0.37,0.7040000000000001,0.57,0.10300000000000001,4.44,0.321
367,2019,8,홛,3.54,0.314,0.353,0.667,0.31,0.092,3.69,0.305
368,2019,8,온,3.68,0.3,0.382,0.682,0.28,0.131,3.79,0.305
369,2019,8,庸,3.46,0.305,0.311,0.616,0.58,0.086,3.36,0.287
370,2019,9,NC,4.25,0.332,0.41100000000000003,0.743,0.47,0.142,4.8,0.33299999999999996
371,2019,9,왍,4.9,0.34,0.337,0.677,0.75,0.061,4.34,0.312
372,2019,9,Hero,3.87,0.32299999999999995,0.32299999999999995,0.6459999999999999,0.43,0.073,3.65,0.3
373,2019,9,홛,3.9,0.33299999999999996,0.35100000000000003,0.684,0.4,0.08199999999999999,4.19,0.315
374,2019,9,LG,3.71,0.319,0.391,0.71,0.36,0.133,4.28,0.319
375,2019,9,KT,4.11,0.33399999999999996,0.396,0.73,0.42,0.124,4.77,0.32899999999999996
376,2019,9,KIA,3.15,0.307,0.33299999999999996,0.64,0.36,0.08,3.31,0.294
377,2019,9,SK,3.61,0.315,0.373,0.688,0.5,0.13699999999999998,3.96,0.31
378,2019,9,庸,3.83,0.306,0.368,0.674,0.42,0.133,3.78,0.304
379,2019,9,온,2.53,0.272,0.307,0.579,0.29,0.08800000000000001,2.59,0.265
380,2020,5,NC,6.61,0.371,0.48200000000000004,0.853,0.49,0.18600000000000003,6.69,0.376
381,2020,5,LG,6.17,0.366,0.46799999999999997,0.8340000000000001,0.54,0.174,6.08,0.369
382,2020,5,왍,6.04,0.361,0.444,0.805,0.55,0.145,5.52,0.358
383,2020,5,KIA,4.75,0.35200000000000004,0.41100000000000003,0.763,0.57,0.135,5.21,0.344
384,2020,5,Hero,5.67,0.35100000000000003,0.419,0.77,0.55,0.151,5.47,0.34600000000000003
385,2020,5,온,4.39,0.32899999999999996,0.36700000000000005,0.696,0.54,0.11199999999999999,4.32,0.318
386,2020,5,KT,6.39,0.361,0.47,0.831,0.44,0.16399999999999998,6.3,0.36700000000000005
387,2020,5,庸,5.17,0.32799999999999996,0.39299999999999996,0.721,0.53,0.142,4.44,0.324
388,2020,5,SK,4.17,0.319,0.366,0.685,0.47,0.12300000000000001,3.86,0.311
389,2020,5,홛,3.58,0.308,0.348,0.6559999999999999,0.38,0.106,3.46,0.3
390,2020,6,Hero,5.84,0.359,0.447,0.8059999999999999,0.58,0.18,5.86,0.358
391,2020,6,庸,4.92,0.331,0.39899999999999997,0.73,0.41,0.132,4.62,0.32899999999999996
392,2020,6,NC,6.42,0.36200000000000004,0.486,0.848,0.49,0.196,6.27,0.373
393,2020,6,KIA,4.95,0.336,0.41700000000000004,0.753,0.49,0.151,4.67,0.337
394,2020,6,왍,6.24,0.36700000000000005,0.447,0.8140000000000001,0.67,0.157,5.99,0.36200000000000004
395,2020,6,온,5.04,0.35,0.415,0.765,0.55,0.129,5.18,0.342
396,2020,6,LG,4.8,0.336,0.385,0.721,0.43,0.10099999999999999,4.59,0.324
397,2020,6,KT,5.12,0.34700000000000003,0.425,0.772,0.47,0.153,5.4,0.344
398,2020,6,SK,3.28,0.306,0.34299999999999997,0.649,0.44,0.10800000000000001,3.53,0.297
399,2020,6,홛,3.5,0.311,0.326,0.637,0.4,0.087,3.48,0.295
400,2020,7,KT,5.7,0.35700000000000004,0.451,0.8079999999999999,0.44,0.161,5.68,0.359
401,2020,7,NC,5.6,0.33299999999999996,0.43700000000000006,0.77,0.46,0.162,5.13,0.341
402,2020,7,KIA,5.76,0.373,0.435,0.8079999999999999,0.6,0.14300000000000002,5.91,0.363
403,2020,7,왍,5.85,0.379,0.445,0.8240000000000001,0.66,0.129,6.27,0.369
404,2020,7,SK,4.8,0.335,0.391,0.726,0.47,0.13,4.58,0.327
405,2020,7,庸,5.84,0.37799999999999995,0.452,0.83,0.56,0.142,6.06,0.371
406,2020,7,온,5.4,0.354,0.413,0.767,0.58,0.132,5.09,0.34600000000000003
407,2020,7,LG,5.5,0.33799999999999997,0.42,0.758,0.5,0.157,4.97,0.33899999999999997
408,2020,7,Hero,4.86,0.354,0.41600000000000004,0.77,0.57,0.142,5.27,0.34600000000000003
409,2020,7,홛,3.05,0.31,0.308,0.618,0.52,0.083,3.06,0.28800000000000003
